ccode	abbrev	year	origin	abborigin	allons3	allinc3	peaceall	mons3	terrinc3	govinc3	ncivwar	ncivwar2	nterr	confbord	neighall	neighterr	neighgov	neighpol	neighpolsq	neighlgdp	neigheth	pop_nc	pol_nc	polsq_nc	gdp_nc	lnbd_nc	lbd_cum	lbd_best	lneighbref	dist	lndist	_blength	lnblength	ethfrac	ethfracsq	ethlink	ethlink2	lnpop	polity2l	polity2sq	postcoldw	lgdp96l
2	USA	1950	NA	NA	0	0	4	0	0	0	0	0	0	0	0.00581493	0.00569431	0.000156325	1.92997	3.72478	8.55395	0.527171	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	11.9354	10	100	0	9.27824
2	USA	1951	NA	NA	0	0	5	0	0	0	0	0	0	0	0.000198821	8.75163e-05	0.000147005	1.92989	3.72447	8.55389	0.527151	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	11.9549	10	100	0	9.27824
2	USA	1952	NA	NA	0	0	6	0	0	0	0	0	0	0	0.000202168	8.75123e-05	0.000150354	1.92961	3.72338	8.58615	0.527128	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	11.9741	10	100	0	9.31936
2	USA	1953	NA	NA	0	0	7	0	0	0	0	0	0	0	0.0045885	8.75062e-05	0.00453669	1.91692	3.67458	8.61102	0.527123	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	11.9866	10	100	0	9.33076
2	USA	1954	NA	NA	0	0	8	0	0	0	0	0	0	0	0.000353056	8.74936e-05	0.000301253	1.91334	3.66086	8.60534	0.527067	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.0052	10	100	0	9.3586
2	USA	1955	NA	NA	0	0	9	0	0	0	0	0	0	0	0.000180075	0.00012145	9.43106e-05	1.89985	3.60944	8.61898	0.527001	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.0235	10	100	0	9.33163
2	USA	1956	NA	NA	0	0	10	0	0	0	0	0	0	0	0.00020637	0.00020637	3.56786e-05	1.8871	3.56116	8.67305	0.526986	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.0414	10	100	0	9.38968
2	USA	1957	NA	NA	0	0	11	0	0	0	0	0	0	0	0.0045949	0.000162229	0.00446834	1.88871	3.56723	8.72132	0.527001	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.059	10	100	0	9.39206
2	USA	1958	NA	NA	0	0	12	0	0	0	0	0	0	0	0.00475857	0.000162218	0.00463203	1.88889	3.5679	8.73353	0.527016	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.0763	10	100	0	9.38783
2	USA	1959	NA	NA	0	0	13	0	0	0	0	0	0	0	0.000353706	0.000206348	0.000183033	1.88781	3.56382	8.73674	0.527032	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.0876	10	100	0	9.35865
2	USA	1960	NA	NA	0	0	14	0	0	0	0	0	0	0	0.000348443	0.000168013	0.00021607	1.9225	3.69599	8.73716	0.527156	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.1044	10	100	0	9.40661
2	USA	1961	NA	NA	0	0	15	0	0	0	0	0	0	0	0.00487049	0.000258006	0.00464812	1.90425	3.62618	8.75865	0.527157	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.121	10	100	0	9.41514
2	USA	1962	NA	NA	0	0	16	0	0	0	0	0	0	0	0.000610573	0.000300532	0.000345638	1.89615	3.59539	8.7579	0.526824	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.1364	10	100	0	9.41891
2	USA	1963	NA	NA	0	0	17	0	0	0	0	0	0	0	0.000469592	0.000332412	0.000221987	1.89694	3.59839	8.78751	0.526816	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.1508	10	100	0	9.46461
2	USA	1964	NA	NA	0	0	18	0	0	0	0	0	0	0	0.000508399	0.000332364	0.000211623	1.89578	3.59398	8.83151	0.526798	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.1647	10	100	0	9.49625
2	USA	1965	NA	NA	0	0	19	0	0	0	0	0	0	0	0.00113243	0.000328431	0.000839582	1.89459	3.58946	8.90152	0.526813	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.1772	10	100	0	9.54178
2	USA	1966	NA	NA	0	0	20	0	0	0	0	0	0	0	0.00105881	0.00038507	0.000709307	1.89345	3.58514	8.9364	0.52673	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.1887	10	100	0	9.59462
2	USA	1967	NA	NA	0	0	21	0	0	0	0	0	0	0	0.000989897	0.000408365	0.000657795	1.89196	3.57951	8.97219	0.526715	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.1996	10	100	0	9.64192
2	USA	1968	NA	NA	0	0	22	0	0	0	0	0	0	0	0.000864492	0.000408315	0.000532431	1.89026	3.57307	8.98471	0.526685	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.2096	10	100	0	9.65078
2	USA	1969	NA	NA	0	0	23	0	0	0	0	0	0	0	0.000816336	0.000319471	0.000532431	1.88962	3.57067	9.02864	0.526685	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.2194	10	100	0	9.6891
2	USA	1970	NA	NA	0	0	24	0	0	0	0	0	0	0	0.000921447	0.000355027	0.000601984	1.88858	3.56674	9.05471	0.526692	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.231	10	100	0	9.71264
2	USA	1971	NA	NA	0	0	25	0	0	0	0	0	0	0	0.00102075	0.000376685	0.000726147	1.88537	3.55463	9.07262	0.526636	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.2437	10	100	0	9.70207
2	USA	1972	NA	NA	0	0	26	0	0	0	0	0	0	0	0.00112828	0.000333598	0.000865797	1.88364	3.54809	9.09324	0.526616	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.2544	10	100	0	9.73069
2	USA	1973	NA	NA	0	0	27	0	0	0	0	0	0	0	0.000944806	0.000334792	0.000680825	1.8723	3.50551	9.13964	0.52436	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.2639	10	100	0	9.78049
2	USA	1974	NA	NA	0	0	28	0	0	0	0	0	0	0	0.000995434	0.000415327	0.000650903	1.87187	3.5039	9.19301	0.524304	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.273	10	100	0	9.83469
2	USA	1975	NA	NA	0	0	29	0	0	0	0	0	0	0	0.00120215	0.000524355	0.000748565	1.87205	3.50459	9.21905	0.524169	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.2829	10	100	0	9.82799
2	USA	1976	NA	NA	0	0	30	0	0	0	0	0	0	0	0.0011773	0.000524332	0.000766246	1.87249	3.50623	9.23189	0.524136	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.2924	10	100	0	9.80042
2	USA	1977	NA	NA	0	0	31	0	0	0	0	0	0	0	0.00121912	0.00052431	0.000808088	1.87139	3.5021	9.26145	0.524144	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.3025	10	100	0	9.85559
2	USA	1978	NA	NA	0	0	32	0	0	0	0	0	0	0	0.00143128	0.000521822	0.00102271	3.33407	11.116	9.27054	0.524041	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.3131	10	100	0	9.90355
2	USA	1979	NA	NA	0	0	33	0	0	0	0	0	0	0	0.00170196	0.000569543	0.00129351	3.33754	11.1392	9.31083	0.523882	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.3241	10	100	0	9.95247
2	USA	1980	NA	NA	0	0	34	0	0	0	0	0	0	0	0.0017085	0.000649567	0.00122003	3.34263	11.1732	9.36056	0.523882	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.3359	10	100	0	9.97745
2	USA	1981	NA	NA	0	0	35	0	0	0	0	0	0	0	0.00197741	0.000649313	0.00152745	3.33981	11.1543	9.38102	0.523677	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.3457	10	100	0	9.96813
2	USA	1982	NA	NA	0	0	36	0	0	0	0	0	0	0	0.00177372	0.00056932	0.00145263	3.33958	11.1528	9.42327	0.523677	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.3553	10	100	0	9.9835
2	USA	1983	NA	NA	0	0	37	0	0	0	0	0	0	0	0.00174222	0.000649316	0.00129324	3.34068	11.1601	9.3844	0.523586	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.3644	10	100	0	9.94073
2	USA	1984	NA	NA	0	0	38	0	0	0	0	0	0	0	0.00179123	0.000705126	0.00128643	3.34245	11.1719	9.36892	0.523568	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.3731	10	100	0	9.97411
2	USA	1985	NA	NA	0	0	39	0	0	0	0	0	0	0	0.00174056	0.000705126	0.0011869	3.3426	11.173	9.4041	0.523568	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.382	10	100	0	10.0457
2	USA	1986	NA	NA	0	0	40	0	0	0	0	0	0	0	0.00195267	0.000705126	0.00144685	3.34509	11.1896	9.42555	0.523568	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.3911	10	100	0	10.07
2	USA	1987	NA	NA	0	0	41	0	0	0	0	0	0	0	0.00199583	0.000785102	0.0014589	3.34648	11.199	9.40845	0.523568	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.4	10	100	0	10.093
2	USA	1988	NA	NA	0	0	42	0	0	0	0	0	0	0	0.0018542	0.000705126	0.00134839	3.3465	11.1991	9.42229	0.523568	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.4091	10	100	0	10.1199
2	USA	1989	NA	NA	0	0	43	0	0	0	0	0	0	0	0.00230774	0.000652445	0.00176696	4.81607	23.1945	9.42363	0.523568	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.4185	10	100	1	10.1506
2	USA	1990	NA	NA	0	0	44	0	0	0	0	0	0	0	0.00744274	0.0062396	0.00139055	4.83315	23.3594	9.43913	0.523537	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.429	10	100	1	10.1765
2	USA	1991	NA	NA	0	0	45	0	0	0	0	0	0	0	0.00767833	0.0061653	0.00178148	4.86091	23.6285	9.44051	0.521659	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.4421	10	100	1	10.1833
2	USA	1992	NA	NA	0	0	46	0	0	0	0	0	0	0	0.00215349	0.000923938	0.00146215	4.86532	23.6713	9.42228	0.521592	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.4552	10	100	1	10.1619
2	USA	1993	NA	NA	0	0	47	0	0	0	0	0	0	0	0.00722695	0.000738741	0.00676298	4.90226	24.0321	9.4242	0.521487	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.4681	10	100	1	10.1845
2	USA	1994	70	MEX	0	0	48	0	0	0	1	1	0	0	0.493907	0.00612889	0.487935	4.89239	23.9354	9.43141	0.521469	11.4028	0	0	8.91987	4.97673	4.70048	4.70048	2.30259	900	6.80351	3840	8.25323	0.35695	0.127413	1	1	12.4801	10	100	1	10.202
2	USA	1995	70	MEX	0	0	49	0	0	0	0	1	0	0	0.00707083	0.00600784	0.00109828	6.84275	46.8232	9.46176	0.521469	11.4202	4	16	8.94231	NA	NA	NA	4.66344	900	6.80351	3840	8.25323	0.35695	0.127413	1	1	12.4918	10	100	1	10.2356
2	USA	1996	70	MEX	0	0	50	0	0	0	1	1	0	0	0.493494	0.00604396	0.487539	6.84255	46.8206	9.43985	0.521469	11.4373	4	16	8.87835	NA	4.96981	3.52636	5.31812	900	6.80351	3840	8.25323	0.35695	0.127413	1	1	12.5033	10	100	1	10.2545
2	USA	1997	70	MEX	0	0	51	0	0	0	0	1	0	0	0.00147072	0.000587995	0.00095839	6.84281	46.824	9.45457	0.521469	11.454	4	16	8.90166	NA	NA	NA	5.60947	900	6.80351	3840	8.25323	0.35695	0.127413	1	1	12.5152	10	100	1	10.2817
2	USA	1998	70	MEX	0	0	52	0	0	0	0	1	0	0	0.00158408	0.000638556	0.00103157	7.81607	61.0909	9.49451	0.521469	11.4705	6	36	8.94104	NA	NA	NA	5.8522	900	6.80351	3840	8.25323	0.35695	0.127413	1	1	12.527	10	100	1	10.3153
2	USA	1999	NA	NA	0	0	53	0	0	0	0	0	0	0	0.00693531	0.00597866	0.00103231	7.81723	61.1091	9.5227	0.521469	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.5386	10	100	1	10.3447
2	USA	2000	NA	NA	0	0	54	0	0	0	0	0	0	0	0.00676127	0.00591457	0.000922358	7.81808	61.1224	9.55274	0.521469	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.5502	10	100	1	10.3775
2	USA	2001	NA	NA	1	1	55	2	0	1	0	0	0	0	0.00679535	0.00591457	0.000956439	8.80948	77.6069	9.55274	0.521469	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.35695	0.127413	NA	NA	12.5616	10	100	1	10.4131
20	CAN	1950	NA	NA	0	0	4	0	0	0	0	0	0	0	0.000738006	0.000481626	0.000332099	9.88432	97.6997	9.26314	0.355838	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.52901	10	100	0	9.11521
20	CAN	1951	NA	NA	0	0	5	0	0	0	0	0	0	0	0.000421805	0.000185854	0.00031166	9.88332	97.6801	9.26293	0.355819	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.5574	10	100	0	9.11521
20	CAN	1952	NA	NA	0	0	6	0	0	0	0	0	0	0	0.00040368	0.000185836	0.000293545	9.88196	97.6532	9.30375	0.355787	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.585	10	100	0	9.13771
20	CAN	1953	NA	NA	0	0	7	0	0	0	0	0	0	0	0.000713128	0.000185809	0.000603009	9.8808	97.6303	9.31432	0.355801	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.61186	10	100	0	9.1801
20	CAN	1954	NA	NA	0	0	8	0	0	0	0	0	0	0	0.000650519	0.000185751	0.000540434	9.87454	97.5065	9.34217	0.355732	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.63796	10	100	0	9.19711
20	CAN	1955	NA	NA	0	0	9	0	0	0	0	0	0	0	0.000366376	0.00025742	0.000184598	9.87123	97.4412	9.3155	0.355642	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.66345	10	100	0	9.15049
20	CAN	1956	NA	NA	0	0	10	0	0	0	0	0	0	0	0.000438765	0.000438765	7.56113e-05	9.86752	97.3679	9.37223	0.355681	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.68831	10	100	0	9.20585
20	CAN	1957	NA	NA	0	0	11	0	0	0	0	0	0	0	0.00073276	0.000344268	0.00046409	9.86917	97.4005	9.37439	0.355742	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.71854	10	100	0	9.27208
20	CAN	1958	NA	NA	0	0	12	0	0	0	0	0	0	0	0.00108023	0.00034422	0.000811601	9.86781	97.3737	9.37022	0.355797	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.74203	10	100	0	9.25492
20	CAN	1959	NA	NA	0	0	13	0	0	0	0	0	0	0	0.000750471	0.000438672	0.000387395	9.86607	97.3393	9.34174	0.355812	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.7707	10	100	0	9.23997
20	CAN	1960	NA	NA	0	0	14	0	0	0	0	0	0	0	0.0007307	0.000351133	0.000455008	9.84287	96.8822	9.38472	0.35641	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.79306	10	100	0	9.25195
20	CAN	1961	NA	NA	0	0	15	0	0	0	0	0	0	0	0.00132758	0.000542613	0.000860376	9.83671	96.7608	9.39273	0.356479	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.81307	10	100	0	9.24798
20	CAN	1962	NA	NA	0	0	16	0	0	0	0	0	0	0	0.00122641	0.00063081	0.000670939	9.82964	96.6218	9.39505	0.356439	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.83167	10	100	0	9.24793
20	CAN	1963	NA	NA	0	0	17	0	0	0	0	0	0	0	0.00097473	0.000700727	0.000454053	9.8294	96.6171	9.44016	0.356451	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.8503	10	100	0	9.29774
20	CAN	1964	NA	NA	0	0	18	0	0	0	0	0	0	0	0.00106258	0.000700522	0.000437361	9.82421	96.515	9.47103	0.35646	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.86915	10	100	0	9.33164
20	CAN	1965	NA	NA	0	0	19	0	0	0	0	0	0	0	0.00210355	0.000691738	0.0014871	9.82019	96.4361	9.51572	0.356537	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.88726	10	100	0	9.38048
20	CAN	1966	NA	NA	0	0	20	0	0	0	0	0	0	0	0.00205518	0.000807406	0.00132301	9.8131	96.2969	9.56696	0.356497	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.90588	10	100	0	9.429
20	CAN	1967	NA	NA	0	0	21	0	0	0	0	0	0	0	0.00191508	0.000852614	0.00122427	9.80919	96.2202	9.61351	0.356481	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.92388	10	100	0	9.47389
20	CAN	1968	NA	NA	0	0	22	0	0	0	0	0	0	0	0.00167881	0.000852405	0.000988167	9.80374	96.1133	9.62206	0.35646	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.94001	10	100	0	9.4755
20	CAN	1969	NA	NA	0	0	23	0	0	0	0	0	0	0	0.00157607	0.000663115	0.000988167	9.80321	96.1029	9.66018	0.35646	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.95361	10	100	0	9.50979
20	CAN	1970	NA	NA	0	0	24	0	0	0	0	0	0	0	0.00178921	0.000737788	0.00112663	9.80027	96.0452	9.68379	0.356488	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.96759	10	100	0	9.55052
20	CAN	1971	NA	NA	0	0	25	0	0	0	0	0	0	0	0.00201368	0.000795363	0.00139025	9.79033	95.8506	9.67386	0.356446	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.98258	10	100	0	9.55407
20	CAN	1972	NA	NA	0	0	26	0	0	0	0	0	0	0	0.00214723	0.000703418	0.00159366	9.78624	95.7706	9.70214	0.356418	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	9.99852	10	100	0	9.58197
20	CAN	1973	NA	NA	0	0	27	0	0	0	0	0	0	0	0.00183264	0.00071085	0.00127157	9.77568	95.5639	9.75146	0.356264	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.0154	10	100	0	9.6258
20	CAN	1974	NA	NA	0	0	28	0	0	0	0	0	0	0	0.001957	0.000882712	0.00122402	9.77197	95.4913	9.80406	0.35624	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.0334	10	100	0	9.68945
20	CAN	1975	NA	NA	0	0	29	0	0	0	0	0	0	0	0.00238901	0.00111227	0.00142634	9.7665	95.3846	9.79607	0.356112	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.0523	10	100	0	9.72034
20	CAN	1976	NA	NA	0	0	30	0	0	0	0	0	0	0	0.0023312	0.00111218	0.00145698	9.7668	95.3904	9.76847	0.356063	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.0655	10	100	0	9.71935
20	CAN	1977	NA	NA	0	0	31	0	0	0	0	0	0	0	0.0024142	0.00111208	0.00154007	9.76406	95.3369	9.82303	0.356092	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.0773	10	100	0	9.76415
20	CAN	1978	NA	NA	0	0	32	0	0	0	0	0	0	0	0.00280088	0.00110633	0.00193242	9.76078	95.2728	9.86977	0.35597	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.0873	10	100	0	9.77917
20	CAN	1979	NA	NA	0	0	33	0	0	0	0	0	0	0	0.00329908	0.00120816	0.00243106	9.76401	95.336	9.91724	0.355786	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.0973	10	100	0	9.81035
20	CAN	1980	NA	NA	0	0	34	0	0	0	0	0	0	0	0.00336555	0.00137999	0.00232571	9.77317	95.5148	9.94218	0.355786	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.1102	10	100	0	9.85303
20	CAN	1981	NA	NA	0	0	35	0	0	0	0	0	0	0	0.00384574	0.00137909	0.00288234	9.76358	95.3276	9.93217	0.355555	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.1226	10	100	0	9.85138
20	CAN	1982	NA	NA	0	0	36	0	0	0	0	0	0	0	0.00342458	0.00120737	0.00273705	9.76313	95.3186	9.94731	0.355555	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.1347	10	100	0	9.88059
20	CAN	1983	NA	NA	0	0	37	0	0	0	0	0	0	0	0.00335277	0.00137476	0.00239541	9.76322	95.3205	9.90494	0.355451	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.1447	10	100	0	9.81776
20	CAN	1984	NA	NA	0	0	38	0	0	0	0	0	0	0	0.00345951	0.00149441	0.00238246	9.76616	95.3779	9.9376	0.355427	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.1543	10	100	0	9.84061
20	CAN	1985	NA	NA	0	0	39	0	0	0	0	0	0	0	0.00335647	0.00149441	0.0021753	9.76606	95.3759	10.0079	0.355427	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.1636	10	100	0	9.89725
20	CAN	1986	NA	NA	0	0	40	0	0	0	0	0	0	0	0.00376076	0.00149441	0.00268189	9.77059	95.4644	10.0318	0.355427	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.1737	10	100	0	9.93789
20	CAN	1987	NA	NA	0	0	41	0	0	0	0	0	0	0	0.00385579	0.00166606	0.00270939	9.77311	95.5138	10.0546	0.355427	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.1868	10	100	0	9.95243
20	CAN	1988	NA	NA	0	0	42	0	0	0	0	0	0	0	0.00355887	0.00149441	0.00247999	9.77338	95.519	10.0812	0.355427	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.1997	10	100	0	9.98654
20	CAN	1989	NA	NA	0	0	43	0	0	0	0	0	0	0	0.00434375	0.0013847	0.00319298	9.77813	95.6119	10.1117	0.355427	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.2175	10	100	1	10.0271
20	CAN	1990	NA	NA	0	0	44	0	0	0	0	0	0	0	0.00397007	0.00174298	0.00262199	9.78871	95.8189	10.137	0.355397	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.2325	10	100	1	10.036
20	CAN	1991	NA	NA	0	0	45	0	0	0	0	0	0	0	0.00441487	0.00161058	0.0033684	9.79132	95.8699	10.1402	0.355512	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.2461	10	100	1	10.0146
20	CAN	1992	NA	NA	0	0	46	0	0	0	0	0	0	0	0.00429364	0.00195348	0.0028366	9.79921	96.0245	10.1188	0.355464	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.2584	10	100	1	9.97395
20	CAN	1993	NA	NA	0	0	47	0	0	0	0	0	0	0	0.00366014	0.00156123	0.00268482	9.80487	96.1354	10.1399	0.355351	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.2693	10	100	1	9.96708
20	CAN	1994	NA	NA	0	0	48	0	0	0	0	0	0	0	0.00393333	0.00151763	0.00274215	9.80725	96.1821	10.1569	0.355326	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.2789	10	100	1	9.98083
20	CAN	1995	NA	NA	0	0	49	0	0	0	0	0	0	0	0.00333458	0.0012714	0.00213735	9.81437	96.3218	10.1899	0.355326	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.754994	0.570016	NA	NA	10.2872	10	100	1	10.0217
