"codmpio","year","peace1.m","peace2.m","peace1.l","peace2.l","peace1.u","peace2.u","municipio","provincia"
"11001","1993",-0.147151,-0.198162,-1.3544915,-1.8719185,0.859872675,1.389017,"Bogotá, D.C.","Bogotá"
"11001","1994",-0.3456775,-0.3149545,-1.887173,-2.1220355,1.12121375,1.46648125,"Bogotá, D.C.","Bogotá"
"11001","1995",-0.5206575,-0.371963,-2.45998175,-2.412361,1.29670275,1.37963075,"Bogotá, D.C.","Bogotá"
"11001","1996",-0.7218415,-0.4159095,-2.88883475,-2.62496,1.29387825,1.43754625,"Bogotá, D.C.","Bogotá"
"11001","1997",-0.821904,-0.5061045,-3.115283,-2.8584805,1.27373725,1.4849725,"Bogotá, D.C.","Bogotá"
"11001","1998",-0.989926,-0.5133375,-3.3221765,-2.85523825,1.2162865,1.48462375,"Bogotá, D.C.","Bogotá"
"11001","1999",-1.073985,-0.605644,-3.622597,-3.178855,1.15776999999999,1.57608475,"Bogotá, D.C.","Bogotá"
"11001","2000",-1.200365,-0.648595,-3.88742925,-3.21388175,1.0699715,1.647659,"Bogotá, D.C.","Bogotá"
"11001","2001",-1.268265,-0.6902845,-4.11179475,-3.38037025,1.1239555,1.53906825,"Bogotá, D.C.","Bogotá"
"11001","2002",-1.37872,-0.7130545,-4.3092485,-3.5001535,1.015035,1.66416725,"Bogotá, D.C.","Bogotá"
"11001","2003",-1.485105,-0.740199,-4.3957115,-3.63329825,1.05824175,1.81471975,"Bogotá, D.C.","Bogotá"
"11001","2004",-1.48287,-0.7691005,-4.559627,-3.7941735,1.14800475,1.724779,"Bogotá, D.C.","Bogotá"
"11001","2005",-1.50793,-0.7982925,-4.81086025,-3.92912425,1.17993725,1.803115,"Bogotá, D.C.","Bogotá"
"11001","2006",-1.619675,-0.82444,-5.0794975,-4.14926825,1.08345349999999,1.77352325,"Bogotá, D.C.","Bogotá"
"11001","2007",-1.639955,-0.829531,-5.058501,-4.144353,1.216934,1.796942,"Bogotá, D.C.","Bogotá"
"11001","2008",-1.663465,-0.812563,-5.395734,-4.2335055,1.32426475,1.863943,"Bogotá, D.C.","Bogotá"
"11001","2009",-1.69783,-0.796862,-5.55515375,-4.38313825,1.467399,2.01000625,"Bogotá, D.C.","Bogotá"
"11001","2010",-1.71333,-0.8106755,-5.89030675,-4.52211675,1.38882025,1.927393,"Bogotá, D.C.","Bogotá"
"11001","2011",-1.765295,-0.756277,-6.25599775,-4.58820825,1.486585,1.9436675,"Bogotá, D.C.","Bogotá"
"11001","2012",-1.72919,-0.8329595,-6.2601245,-4.82653475,1.6854765,1.84753075,"Bogotá, D.C.","Bogotá"
"13001","1993",0.7730285,1.82729,-0.166090125,0.613077775,1.9265945,3.29602625,"Cartagena","Dique bolivarense"
"13001","1994",1.788195,2.496445,0.682354375,1.4846895,3.018078,3.93857125,"Cartagena","Dique bolivarense"
"13001","1995",2.981185,3.289635,1.9086365,2.41572175,4.097926,4.74002025,"Cartagena","Dique bolivarense"
"13001","1996",2.97382,3.61799,1.90384575,2.78479375,4.17590325,5.13108375,"Cartagena","Dique bolivarense"
"13001","1997",2.950135,3.55067,1.9341545,2.576554,4.24230825,5.19003999999999,"Cartagena","Dique bolivarense"
"13001","1998",3.46538,3.671655,2.4128565,2.737743,4.635706,5.23457225,"Cartagena","Dique bolivarense"
"13001","1999",3.720815,3.49886,2.600898,2.5278025,4.87711675,5.0755795,"Cartagena","Dique bolivarense"
"13001","2000",4.31556,3.5736,3.1098435,2.66084275,5.416084,5.1219585,"Cartagena","Dique bolivarense"
"13001","2001",3.995695,3.47434,2.80035075,2.4450935,5.111655,5.118019,"Cartagena","Dique bolivarense"
"13001","2002",3.484215,3.515395,2.438678,2.469461,4.7297535,5.20379325,"Cartagena","Dique bolivarense"
"13001","2003",3.73806,3.82525,2.61220125,2.8444065,4.90994225,5.447715,"Cartagena","Dique bolivarense"
"13001","2004",4.477115,4.19232,3.2151245,3.26028325,5.5924425,5.8787465,"Cartagena","Dique bolivarense"
"13001","2005",4.104525,4.1274,2.959843,3.14902425,5.3151275,5.7837905,"Cartagena","Dique bolivarense"
"13001","2006",4.23367,3.8575,3.07430475,2.778983,5.4183345,5.5163155,"Cartagena","Dique bolivarense"
"13001","2007",4.44931,3.750285,3.21204775,2.768295,5.60651925,5.3599745,"Cartagena","Dique bolivarense"
"13001","2008",3.86732,3.763665,2.76941675,2.8190225,4.949407,5.35649875,"Cartagena","Dique bolivarense"
"13001","2009",3.10322,3.81263,2.0620865,2.83175675,4.29369575,5.425482,"Cartagena","Dique bolivarense"
"13001","2010",3.12456,3.70087,2.073972,2.7046525,4.29480475,5.39961075,"Cartagena","Dique bolivarense"
"13001","2011",3.845915,3.633105,2.74045675,2.579179,5.00464625,5.33036475,"Cartagena","Dique bolivarense"
"13001","2012",3.97597,3.83723,2.8219445,2.852862,5.25693225,5.520628,"Cartagena","Dique bolivarense"
"13006","1993",-0.202074,-0.3641935,-1.42144625,-2.17075025,0.836113949999999,1.18939375,"Achí","Mojana"
"13006","1994",-0.4241155,-0.5271865,-2.22491025,-2.58697775,1.22835,1.22535325,"Achí","Mojana"
"13006","1995",-0.645126,-0.61693,-2.8349255,-2.85616375,1.19848775,1.29249225,"Achí","Mojana"
"13006","1996",-0.815668,-0.675658,-3.580254,-3.15563425,1.27700425,1.21995575,"Achí","Mojana"
"13006","1997",-0.9524985,-0.7716895,-3.9321475,-3.35625025,1.31302125,1.2369685,"Achí","Mojana"
"13006","1998",-1.069215,-0.782552,-4.563742,-3.4898835,1.3305145,1.3149895,"Achí","Mojana"
"13006","1999",-1.20676,-0.8546355,-4.94321025,-3.64049675,1.316467,1.34018025,"Achí","Mojana"
"13006","2000",-1.292575,-0.8625375,-5.1821315,-3.8145685,1.22585825,1.3397045,"Achí","Mojana"
"13006","2001",-1.45027,-0.87647,-5.536981,-3.94694675,1.18087925,1.28726175,"Achí","Mojana"
"13006","2002",-1.48389,-0.9385095,-5.74806275,-4.01516675,1.14537625,1.37603275,"Achí","Mojana"
"13006","2003",-1.58144,-0.9853545,-6.12633925,-4.27084325,1.12834675,1.451551,"Achí","Mojana"
"13006","2004",-1.673745,-1.039415,-6.32151625,-4.4089315,1.11910725,1.59016475,"Achí","Mojana"
"13006","2005",-1.685165,-1.083545,-6.554095,-4.5723175,1.139533,1.582165,"Achí","Mojana"
"13006","2006",-1.812905,-1.042875,-6.83798225,-4.84363475,1.1463995,1.6574415,"Achí","Mojana"
"13006","2007",-1.924575,-1.083205,-7.07914575,-5.00498425,1.24095675,1.6447725,"Achí","Mojana"
"13006","2008",-2.006045,-1.1606,-7.367151,-5.2205905,1.18772225,1.70913025,"Achí","Mojana"
"13006","2009",-2.113045,-1.29756,-7.48182225,-5.29405875,1.223237,1.668587,"Achí","Mojana"
"13006","2010",-2.20181,-1.25743,-7.75602525,-5.5309595,1.31712325,1.834568,"Achí","Mojana"
"13006","2011",-2.227295,-1.26633,-7.8913515,-5.574217,1.485015,1.88899775,"Achí","Mojana"
"13006","2012",-2.24886,-1.34778,-8.098004,-5.81475625,1.73849175,1.996141,"Achí","Mojana"
"13030","1993",0.05875775,-0.361395,-0.997554275,-2.1294155,1.0616035,1.350565,"Altos del Rosario","Loba"
"13030","1994",0.1259025,-0.4870825,-1.261273,-2.4540915,1.61660725,1.496143,"Altos del Rosario","Loba"
"13030","1995",0.2175245,-0.598873,-1.500645,-2.67711125,1.807898,1.49902825,"Altos del Rosario","Loba"
"13030","1996",0.3998225,-0.6846935,-1.5310285,-2.971983,1.91142975,1.4503385,"Altos del Rosario","Loba"
"13030","1997",0.5448085,-0.767109,-1.434034,-3.3212435,2.116723,1.40010275,"Altos del Rosario","Loba"
"13030","1998",0.7792795,-0.8488695,-1.2957075,-3.55873075,2.34466225,1.41900125,"Altos del Rosario","Loba"
"13030","1999",0.4173025,-0.849387,-1.79961425,-3.7757625,2.10708975,1.32267425,"Altos del Rosario","Loba"
"13030","2000",0.15269,-0.8546305,-2.226575,-4.04990375,1.90620925,1.4152745,"Altos del Rosario","Loba"
"13030","2001",-0.041503,-0.864746,-2.5283535,-4.063488,1.822493,1.52431525,"Altos del Rosario","Loba"
"13030","2002",-0.2574035,-0.89545,-2.959867,-4.190027,1.69130325,1.4015805,"Altos del Rosario","Loba"
"13030","2003",-0.432138,-0.9133725,-3.20981425,-4.3621005,1.549245,1.4408795,"Altos del Rosario","Loba"
"13030","2004",-0.5855745,-1.00979,-3.493723,-4.339275,1.52435825,1.54534575,"Altos del Rosario","Loba"
"13030","2005",-0.7102755,-0.9485295,-3.679692,-4.622923,1.477533,1.68477875,"Altos del Rosario","Loba"
"13030","2006",-0.7636735,-0.9592845,-4.015226,-4.72600575,1.53847,1.65228475,"Altos del Rosario","Loba"
"13030","2007",-0.835964,-0.992644,-4.206939,-4.66771275,1.51992375,1.65000575,"Altos del Rosario","Loba"
"13030","2008",-0.7985155,-1.015485,-4.4624575,-4.77302775,1.47317075,1.771145,"Altos del Rosario","Loba"
"13030","2009",-0.8929325,-0.9947105,-4.54759975,-5.02383925,1.54691225,1.7255605,"Altos del Rosario","Loba"
"13030","2010",-0.927206,-1.01103,-4.747063,-5.14214975,1.4819505,1.79549075,"Altos del Rosario","Loba"
"13030","2011",-0.98211,-1.083255,-4.83909375,-5.1961015,1.749815,1.88769225,"Altos del Rosario","Loba"
"13030","2012",-0.989325,-1.054215,-5.082821,-5.4549975,1.93674175,2.08766075,"Altos del Rosario","Loba"
"13042","1993",0.1083525,-0.3309165,-0.934089925,-1.9444995,1.19405325,1.27650575,"Arenal","Magdalena medio bolivarense"
"13042","1994",0.301073,-0.4210475,-1.15262675,-2.17268475,1.76529575,1.38258475,"Arenal","Magdalena medio bolivarense"
"13042","1995",0.449025,-0.509838,-1.1202565,-2.484367,1.98147225,1.4139675,"Arenal","Magdalena medio bolivarense"
"13042","1996",0.6230135,-0.5958105,-1.0561545,-2.70309225,2.15291975,1.41458575,"Arenal","Magdalena medio bolivarense"
"13042","1997",0.86993,-0.647366,-0.8071378,-2.8632245,2.43444125,1.304461,"Arenal","Magdalena medio bolivarense"
"13042","1998",1.17806,-0.7577665,-0.31266365,-3.1885515,2.67225225,1.47285225,"Arenal","Magdalena medio bolivarense"
"13042","1999",1.55352,-0.8279635,0.1620154,-3.3731615,2.864494,1.39537999999999,"Arenal","Magdalena medio bolivarense"
"13042","2000",1.126375,-0.8986065,-0.5123654,-3.668222,2.65987075,1.34712425,"Arenal","Magdalena medio bolivarense"
"13042","2001",0.7741255,-1.0079,-1.0614035,-3.82789675,2.41748775,1.405127,"Arenal","Magdalena medio bolivarense"
"13042","2002",0.5261795,-1.0447,-1.487283,-4.05182875,2.25034,1.33523575,"Arenal","Magdalena medio bolivarense"
"13042","2003",0.3272475,-1.152935,-2.0525505,-4.27674425,2.16155275,1.35039475,"Arenal","Magdalena medio bolivarense"
"13042","2004",0.1172565,-1.189805,-2.42058775,-4.3521695,2.09312,1.26397575,"Arenal","Magdalena medio bolivarense"
"13042","2005",-0.00526537,-1.2404,-2.8966235,-4.73984925,1.9820635,1.3536505,"Arenal","Magdalena medio bolivarense"
"13042","2006",-0.1379545,-1.286295,-3.0377765,-5.004113,1.893021,1.376752,"Arenal","Magdalena medio bolivarense"
"13042","2007",-0.222206,-1.34213,-3.49298,-5.13025525,1.952411,1.358324,"Arenal","Magdalena medio bolivarense"
"13042","2008",-0.2749695,-1.43391,-3.58662475,-5.28018025,1.806313,1.58175475,"Arenal","Magdalena medio bolivarense"
"13042","2009",-0.361552,-1.438835,-3.709268,-5.58143925,1.8735335,1.68710275,"Arenal","Magdalena medio bolivarense"
"13042","2010",-0.4076675,-1.49037,-4.09370875,-5.81985725,1.86677025,1.7301345,"Arenal","Magdalena medio bolivarense"
"13042","2011",-0.4801955,-1.473975,-4.33299675,-6.02205425,1.91173125,1.8878325,"Arenal","Magdalena medio bolivarense"
"13042","2012",-0.453607,-1.488825,-4.38211325,-6.033705,2.161215,1.882056,"Arenal","Magdalena medio bolivarense"
"13052","1993",-0.09805945,-0.301506,-1.1464995,-2.04329375,0.965783575,1.2735835,"Arjona","Dique bolivarense"
"13052","1994",-0.255697,-0.43293,-1.84040775,-2.43130325,1.1224325,1.28390675,"Arjona","Dique bolivarense"
"13052","1995",-0.4230815,-0.5205685,-2.355094,-2.70760925,1.23881025,1.335223,"Arjona","Dique bolivarense"
"13052","1996",-0.5477925,-0.609777,-2.72369825,-2.98969875,1.40892,1.34422625,"Arjona","Dique bolivarense"
"13052","1997",-0.689139,-0.6524465,-3.2676545,-3.078697,1.41982375,1.391351,"Arjona","Dique bolivarense"
"13052","1998",-0.7743065,-0.7447615,-3.7726925,-3.307593,1.39086925,1.399494,"Arjona","Dique bolivarense"
"13052","1999",-0.879141,-0.802341,-4.016851,-3.42794325,1.46131275,1.49505,"Arjona","Dique bolivarense"
"13052","2000",-1.011955,-0.8636275,-4.25322825,-3.64834225,1.43282375,1.40159225,"Arjona","Dique bolivarense"
"13052","2001",-1.05428,-0.8967465,-4.46885225,-4.01368725,1.36928975,1.4117915,"Arjona","Dique bolivarense"
"13052","2002",-1.0762,-0.91832,-4.84771675,-4.213162,1.3323475,1.449196,"Arjona","Dique bolivarense"
"13052","2003",-1.153845,-0.9363135,-5.45405575,-4.51876,1.431003,1.45256725,"Arjona","Dique bolivarense"
"13052","2004",-1.191475,-0.96889,-5.27197275,-4.940939,1.45480449999999,1.46394625,"Arjona","Dique bolivarense"
"13052","2005",-1.22824,-0.9186945,-5.22332125,-5.3047725,1.47375325,1.503024,"Arjona","Dique bolivarense"
"13052","2006",-1.2796,-0.974949,-5.588875,-5.6470115,1.41117824999999,1.57001625,"Arjona","Dique bolivarense"
"13052","2007",-1.3284,-1.08135,-5.74389225,-6.15132,1.401763,1.6120255,"Arjona","Dique bolivarense"
"13052","2008",-1.384395,-1.04661,-5.9559005,-6.19703825,1.3995645,1.78323775,"Arjona","Dique bolivarense"
"13052","2009",-1.41711,-1.087575,-6.00869925,-6.681346,1.38574475,1.78261725,"Arjona","Dique bolivarense"
"13052","2010",-1.465425,-1.186635,-6.22717775,-6.98012875,1.442037,1.82350675,"Arjona","Dique bolivarense"
"13052","2011",-1.50705,-1.194275,-6.29308325,-7.00227225,1.49683625,1.91797525,"Arjona","Dique bolivarense"
"13052","2012",-1.48117,-1.169505,-6.626893,-7.01186025,1.60835625,2.0826285,"Arjona","Dique bolivarense"
"13062","1993",-0.1525945,-0.3436205,-1.2610425,-2.31853275,0.975410375,1.2010355,"Arroyohondo","Dique bolivarense"
"13062","1994",-0.3106255,-0.4469345,-2.08503075,-2.678674,1.10944175,1.2262555,"Arroyohondo","Dique bolivarense"
"13062","1995",-0.495506,-0.5948765,-2.43521275,-3.02133875,1.2766985,1.3082025,"Arroyohondo","Dique bolivarense"
"13062","1996",-0.6341415,-0.639619,-2.8100795,-3.496755,1.21929725,1.33358675,"Arroyohondo","Dique bolivarense"
"13062","1997",-0.73795,-0.7799195,-3.21687625,-3.75462925,1.3406775,1.3318575,"Arroyohondo","Dique bolivarense"
"13062","1998",-0.8687925,-0.8594735,-3.642698,-4.01867575,1.2997745,1.286982,"Arroyohondo","Dique bolivarense"
"13062","1999",-0.979796,-0.98286,-3.9381065,-4.1947085,1.29545775,1.3530575,"Arroyohondo","Dique bolivarense"
"13062","2000",-1.109605,-1.041825,-4.33146475,-4.48281025,1.10016875,1.27330425,"Arroyohondo","Dique bolivarense"
"13062","2001",-1.20392,-1.158095,-4.44574825,-4.62560075,1.16809475,1.36693775,"Arroyohondo","Dique bolivarense"
"13062","2002",-1.293355,-1.220515,-4.76331475,-4.8877455,1.148807,1.3777255,"Arroyohondo","Dique bolivarense"
"13062","2003",-1.36002,-1.24635,-4.927109,-5.24568525,1.121694,1.4464045,"Arroyohondo","Dique bolivarense"
"13062","2004",-1.45595,-1.282625,-5.2353535,-5.307996,1.1152715,1.45226899999999,"Arroyohondo","Dique bolivarense"
"13062","2005",-1.51529,-1.37137,-5.63266325,-5.54980475,1.09730849999999,1.437947,"Arroyohondo","Dique bolivarense"
"13062","2006",-1.524495,-1.365985,-5.73478275,-5.64560775,1.15377975,1.553831,"Arroyohondo","Dique bolivarense"
"13062","2007",-1.653175,-1.39422,-5.82104025,-5.82106075,1.16941675,1.5766355,"Arroyohondo","Dique bolivarense"
"13062","2008",-1.712635,-1.42231,-6.39155425,-5.90671025,1.1733415,1.54757099999999,"Arroyohondo","Dique bolivarense"
"13062","2009",-1.750665,-1.437,-6.35237525,-5.889142,1.20470775,1.59441675,"Arroyohondo","Dique bolivarense"
"13062","2010",-1.767335,-1.463775,-6.54454425,-6.11950975,1.19529,1.62278025,"Arroyohondo","Dique bolivarense"
"13062","2011",-1.783645,-1.44098,-6.83324625,-6.09405375,1.37741875,1.73199825,"Arroyohondo","Dique bolivarense"
"13062","2012",-1.827025,-1.440415,-7.10300525,-6.15979225,1.48456325,1.8128415,"Arroyohondo","Dique bolivarense"
"13074","1993",-0.1687935,-0.3383305,-1.33820325,-1.94484175,0.968802675,1.22851825,"Barranco de Loba","Loba"
"13074","1994",-0.3792585,-0.429656,-2.002311,-2.36752325,1.21406825,1.33026675,"Barranco de Loba","Loba"
"13074","1995",-0.524875,-0.499016,-2.57260225,-2.541195,1.33664775,1.34031825,"Barranco de Loba","Loba"
"13074","1996",-0.686465,-0.6032475,-3.20680275,-2.892863,1.29356475,1.4093455,"Barranco de Loba","Loba"
"13074","1997",-0.869914,-0.6919185,-3.57215175,-2.985668,1.2499895,1.3110685,"Barranco de Loba","Loba"
"13074","1998",-1.02454,-0.74878,-3.88244775,-3.308529,1.21009225,1.3199215,"Barranco de Loba","Loba"
"13074","1999",-1.13811,-0.861649,-4.30605675,-3.51008325,1.22219025,1.28754975,"Barranco de Loba","Loba"
"13074","2000",-1.314685,-0.9302755,-4.64444,-3.5990675,1.17992575,1.25749025,"Barranco de Loba","Loba"
"13074","2001",-1.50122,-1.010715,-5.080811,-3.740862,1.12143225,1.344322,"Barranco de Loba","Loba"
"13074","2002",-1.551705,-1.07633,-5.322322,-3.78537675,1.19097125,1.346096,"Barranco de Loba","Loba"
"13074","2003",-1.64195,-1.179895,-5.61615075,-3.9541945,1.07655275,1.30703375,"Barranco de Loba","Loba"
"13074","2004",-1.795345,-1.209325,-5.80569175,-4.0885085,0.997650549999997,1.3472835,"Barranco de Loba","Loba"
"13074","2005",-1.85051,-1.251775,-6.1462075,-4.11158425,1.00267224999999,1.3187915,"Barranco de Loba","Loba"
"13074","2006",-1.967625,-1.32032,-6.5226375,-4.309726,1.04676825,1.3943895,"Barranco de Loba","Loba"
"13074","2007",-1.98182,-1.36722,-6.818496,-4.43662575,0.992939675,1.51789,"Barranco de Loba","Loba"
"13074","2008",-2.0272,-1.418835,-7.008073,-4.472124,1.197023,1.66157925,"Barranco de Loba","Loba"
"13074","2009",-2.13859,-1.385205,-7.37162225,-4.447985,1.1027655,1.717103,"Barranco de Loba","Loba"
"13074","2010",-2.17392,-1.38424,-7.4124025,-4.51630375,1.1605455,1.64402325,"Barranco de Loba","Loba"
"13074","2011",-2.200125,-1.385565,-7.71309375,-4.71822325,1.307527,1.67844325,"Barranco de Loba","Loba"
"13074","2012",-2.276355,-1.37355,-7.7823045,-4.906776,1.325363,1.77454725,"Barranco de Loba","Loba"
"13140","1993",0.2330985,0.2263745,-0.8002381,-1.32838125,1.27616025,1.643439,"Calamar","Dique bolivarense"
"13140","1994",0.566773,0.3357345,-0.797473825,-1.51582125,1.87723675,1.8450155,"Calamar","Dique bolivarense"
"13140","1995",0.9962555,0.3750175,-0.425355,-1.4950405,2.336265,1.97879225,"Calamar","Dique bolivarense"
"13140","1996",0.873024,0.4617805,-0.744142175,-1.5844995,2.36110075,2.15829725,"Calamar","Dique bolivarense"
"13140","1997",0.75182,0.6062775,-0.9315066,-1.47837275,2.22934675,2.23976425,"Calamar","Dique bolivarense"
"13140","1998",0.817793,0.721185,-0.9744612,-1.373368,2.3036225,2.36907375,"Calamar","Dique bolivarense"
"13140","1999",0.831761,0.8669445,-0.846980225,-1.112691,2.433199,2.5445985,"Calamar","Dique bolivarense"
"13140","2000",0.990349,1.06441,-0.760532225,-0.922268225,2.51875575,2.60583175,"Calamar","Dique bolivarense"
"13140","2001",1.151075,1.21636,-0.4477234,-0.572658325,2.65757125,2.759371,"Calamar","Dique bolivarense"
"13140","2002",1.39545,1.437885,0.066854285,-0.385730325,2.9098155,3.0619255,"Calamar","Dique bolivarense"
"13140","2003",1.77627,1.68852,0.52986135,-0.0460518325,3.11120775,3.1731965,"Calamar","Dique bolivarense"
"13140","2004",1.527055,1.47984,0.212976375,-0.3478208,2.849249,2.954875,"Calamar","Dique bolivarense"
"13140","2005",1.422305,1.267215,0.0950817475,-0.6374629,2.864366,2.96415225,"Calamar","Dique bolivarense"
"13140","2006",1.429895,1.08338,-0.0481571375,-0.886506775,2.7932115,2.79029425,"Calamar","Dique bolivarense"
"13140","2007",1.56408,1.029155,0.19971325,-1.1631715,2.868227,2.768655,"Calamar","Dique bolivarense"
"13140","2008",1.8377,0.955227,0.57891995,-1.2609435,3.06136275,2.634856,"Calamar","Dique bolivarense"
"13140","2009",2.252275,0.821448,1.3212775,-1.4168255,3.4383825,2.57102425,"Calamar","Dique bolivarense"
"13140","2010",2.105145,0.75171,0.957992825,-1.76023675,3.38270799999999,2.63926875,"Calamar","Dique bolivarense"
"13140","2011",2.23663,0.717125,0.9340597,-1.87817875,3.61380775,2.75166325,"Calamar","Dique bolivarense"
"13140","2012",1.993305,0.6730765,0.3639267,-2.116077,3.42923475,2.8576115,"Calamar","Dique bolivarense"
"13160","1993",0.0579686,0.648758,-0.9691686,-0.768294875,1.113639,2.05012825,"Cantagallo","Magdalena medio bolivarense"
"13160","1994",0.1903115,0.9100625,-1.11857575,-0.5403674,1.562735,2.37374475,"Cantagallo","Magdalena medio bolivarense"
"13160","1995",0.363372,1.154115,-1.20021025,-0.26134325,1.855135,2.651151,"Cantagallo","Magdalena medio bolivarense"
"13160","1996",0.50123,1.442995,-1.18263,0.135700625,2.12394175,2.85222824999999,"Cantagallo","Magdalena medio bolivarense"
"13160","1997",0.7388565,1.76473,-0.88605755,0.4714945,2.2985295,3.1884385,"Cantagallo","Magdalena medio bolivarense"
"13160","1998",0.96042,2.113585,-0.498864175,0.9175803,2.41185575,3.51417875,"Cantagallo","Magdalena medio bolivarense"
"13160","1999",1.247595,2.51906,-0.196396025,1.50467475,2.70530375,3.9541375,"Cantagallo","Magdalena medio bolivarense"
"13160","2000",1.650055,3.12378,0.374649675,2.27372125,3.129992,4.43213,"Cantagallo","Magdalena medio bolivarense"
"13160","2001",2.21295,3.20273,1.0092833,2.347818,3.55688175,4.5313675,"Cantagallo","Magdalena medio bolivarense"
"13160","2002",1.640915,2.6332,0.225363325,1.6237895,3.02556925,4.09178525,"Cantagallo","Magdalena medio bolivarense"
"13160","2003",1.23445,2.23237,-0.362266525,0.9997888,2.679309,3.67585825,"Cantagallo","Magdalena medio bolivarense"
"13160","2004",0.8923525,1.881305,-0.91079845,0.4816885,2.5319535,3.30822899999999,"Cantagallo","Magdalena medio bolivarense"
"13160","2005",0.659629,1.6721,-1.4398465,0.155846025,2.380582,3.127064,"Cantagallo","Magdalena medio bolivarense"
"13160","2006",0.463624,1.445915,-1.89643275,-0.169220425,2.21806825,2.9074125,"Cantagallo","Magdalena medio bolivarense"
"13160","2007",0.3329365,1.28324,-2.46075925,-0.6605231,2.04258875,2.82102275,"Cantagallo","Magdalena medio bolivarense"
"13160","2008",0.2175435,1.127215,-2.9055135,-0.9082185,1.9254965,2.7488695,"Cantagallo","Magdalena medio bolivarense"
"13160","2009",0.06931185,1.0279,-2.931924,-1.19247825,2.00055925,2.58072675,"Cantagallo","Magdalena medio bolivarense"
"13160","2010",-0.001465171,0.952553,-3.57075575,-1.5170145,1.9961085,2.605835,"Cantagallo","Magdalena medio bolivarense"
"13160","2011",-0.0386347,0.9375925,-3.7873355,-1.6159995,2.04617925,2.74017625,"Cantagallo","Magdalena medio bolivarense"
"13160","2012",-0.0488748,0.920737,-4.1158245,-1.69496725,2.1608695,2.91208875,"Cantagallo","Magdalena medio bolivarense"
"13188","1993",-0.1805045,-0.2362375,-1.30263525,-2.2761045,0.907488474999995,1.27577725,"Cicuco","Depresión momposina"
"13188","1994",-0.371617,-0.308464,-2.0421665,-2.636639,1.139595,1.38673225,"Cicuco","Depresión momposina"
"13188","1995",-0.56114,-0.4106545,-2.4659955,-2.99014875,1.19429575,1.34807075,"Cicuco","Depresión momposina"
"13188","1996",-0.745937,-0.460865,-2.740828,-3.137333,1.22011125,1.3588335,"Cicuco","Depresión momposina"
"13188","1997",-0.9013525,-0.5558825,-3.07556175,-3.313651,1.33998425,1.4231895,"Cicuco","Depresión momposina"
"13188","1998",-1.031895,-0.5491885,-3.5121075,-3.458176,1.2477585,1.4444605,"Cicuco","Depresión momposina"
"13188","1999",-1.14706,-0.6100335,-3.70512175,-3.4912355,1.2860805,1.57050975,"Cicuco","Depresión momposina"
"13188","2000",-1.284345,-0.636195,-4.1022645,-3.73824425,1.17661525,1.6486795,"Cicuco","Depresión momposina"
"13188","2001",-1.354635,-0.659012,-4.20506625,-3.73825,1.286317,1.64540275,"Cicuco","Depresión momposina"
"13188","2002",-1.479405,-0.693961,-4.47617775,-3.8842745,1.155775,1.57468974999999,"Cicuco","Depresión momposina"
"13188","2003",-1.57045,-0.723629,-4.71253425,-3.89647075,1.01527725,1.734193,"Cicuco","Depresión momposina"
"13188","2004",-1.68965,-0.743774,-4.8925205,-3.860177,0.941440724999998,1.75936075,"Cicuco","Depresión momposina"
"13188","2005",-1.80185,-0.7799095,-5.15593125,-4.02976725,1.010132,1.7229955,"Cicuco","Depresión momposina"
"13188","2006",-1.8411,-0.860345,-5.424114,-4.12041525,1.06591025,1.7419645,"Cicuco","Depresión momposina"
"13188","2007",-1.9043,-0.8427625,-5.446338,-4.2558575,1.093355,1.7164345,"Cicuco","Depresión momposina"
"13188","2008",-1.880375,-0.7846185,-5.6970205,-4.49040225,1.015515,1.797588,"Cicuco","Depresión momposina"
"13188","2009",-1.938615,-0.782804,-5.91722025,-4.60894125,1.12855625,1.70439675,"Cicuco","Depresión momposina"
"13188","2010",-1.93175,-0.828255,-6.0775515,-4.83477225,1.245863,1.790324,"Cicuco","Depresión momposina"
"13188","2011",-1.933155,-0.8621735,-6.30023975,-5.06756575,1.26991275,1.81130375,"Cicuco","Depresión momposina"
"13188","2012",-1.89281,-0.78296,-6.580266,-5.0443735,1.3963555,2.0525955,"Cicuco","Depresión momposina"
"13212","1993",-0.1546065,-0.2819085,-1.32129775,-1.95500925,0.9176839,1.2752085,"Córdoba","Montes de maría"
"13212","1994",-0.3645935,-0.30873,-2.0645525,-2.362667,1.1337975,1.37614025,"Córdoba","Montes de maría"
"13212","1995",-0.5175885,-0.4081275,-2.57094475,-2.6750315,1.16603575,1.4720615,"Córdoba","Montes de maría"
"13212","1996",-0.7098815,-0.5322875,-2.97622625,-2.88230825,1.25818825,1.53565775,"Córdoba","Montes de maría"
"13212","1997",-0.869014,-0.588009,-3.31436275,-3.01270125,1.25680625,1.4798555,"Córdoba","Montes de maría"
"13212","1998",-1.01613,-0.672428,-3.56023425,-3.21215325,1.0896815,1.4326115,"Córdoba","Montes de maría"
"13212","1999",-1.12599,-0.7761095,-3.89402825,-3.36732975,1.07287825,1.4479835,"Córdoba","Montes de maría"
"13212","2000",-1.25784,-0.8910365,-4.10055675,-3.55361125,1.0693305,1.5043645,"Córdoba","Montes de maría"
"13212","2001",-1.430475,-0.936272,-4.33305875,-3.814307,0.962270324999999,1.50516025,"Córdoba","Montes de maría"
